photo_filename,class,xmin,ymin,xmax,ymax,width,height,conf
nydet_1664186483685596879_20171207.jpg,Nike,574.0,597.0,781.0,772.0,786.0,786.0,0.649093
nydet_1664180317948312120_20171207.jpg,Mercedes-Benz,148.0,34.0,176.0,56.0,809.0,872.0,0.650093
nydet_1664168428171587749_20171206.jpg,The North Face,54.0,19.0,136.0,76.0,574.0,574.0,0.728702
nydet_1664159701267885594_20171206.jpg,Toyota,462.0,402.0,589.0,447.0,1080.0,1080.0,0.755912
nydet_1664156636087201956_20171206.jpg,Nike,393.0,576.0,456.0,629.0,1080.0,1350.0,0.752586
nydet_1664147641654009995_20171206.jpg,Hard Rock Cafe,371.0,371.0,432.0,447.0,1080.0,1349.0,0.627856
nydet_1664144496203352607_20171206.jpg,Toyota,347.0,199.0,371.0,218.0,485.0,485.0,0.66636
nydet_1664135406106243255_20171206.jpg,Adidas,278.0,124.0,899.0,584.0,1080.0,1350.0,0.663872
nydet_1664123583066226395_20171206.jpg,Toyota,587.0,846.0,626.0,874.0,898.0,1123.0,0.681348
nydet_1664120814171148330_20171206.jpg,Adidas,842.0,215.0,920.0,266.0,1080.0,1226.0,0.781382
nydet_1664114611382719736_20171206.jpg,Toyota,228.0,302.0,353.0,358.0,1000.0,1199.0,0.89858
nydet_1664108704428821410_20171206.jpg,Nike,148.0,789.0,248.0,844.0,1080.0,1343.0,0.826555
nydet_1664102375626331194_20171206.jpg,Adidas,128.0,66.0,177.0,94.0,510.0,461.0,0.767209
nydet_1664099688016827277_20171206.jpg,Under Armour,0.0,192.0,40.0,317.0,1080.0,1080.0,0.694492
nydet_1664099602988764032_20171206.jpg,NFL,521.0,392.0,579.0,459.0,1080.0,1080.0,0.87983
nydet_1664096749286325292_20171206.jpg,Toyota,353.0,160.0,673.0,297.0,1080.0,1080.0,0.835465
nydet_1664096443630398599_20171206.jpg,Mercedes-Benz,343.0,0.0,1080.0,768.0,1080.0,1080.0,0.697358
nydet_1664075562086570888_20171206.jpg,Toyota,687.0,901.0,1080.0,1077.0,1080.0,1080.0,0.646047
nydet_1664072805279656613_20171206.jpg,Emirates,983.0,1101.0,1033.0,1158.0,1035.0,1293.0,0.818886
nydet_1664072528539983934_20171206.jpg,Adidas,120.0,1299.0,189.0,1348.0,1080.0,1350.0,0.721916
nydet_1664066592550824892_20171206.jpg,Toyota,552.0,920.0,602.0,975.0,1080.0,1080.0,0.825719
nydet_1664057734801084947_20171206.jpg,Toyota,0.0,543.0,34.0,594.0,900.0,1125.0,0.639141
nydet_1664042450908649478_20171206.jpg,Starbucks,432.0,690.0,682.0,903.0,1080.0,1080.0,0.8168
nydet_1664033466122933389_20171206.jpg,Toyota,528.0,1014.0,582.0,1050.0,1080.0,1080.0,0.716659
nydet_1664033466122933389_20171206.jpg,Toyota,933.0,1026.0,997.0,1058.0,1080.0,1080.0,0.718531
nydet_1664033466122933389_20171206.jpg,Toyota,241.0,1018.0,304.0,1053.0,1080.0,1080.0,0.734146
nydet_1664033209027089585_20171206.jpg,Toyota,528.0,1014.0,582.0,1050.0,1080.0,1080.0,0.716659
nydet_1664033209027089585_20171206.jpg,Toyota,933.0,1026.0,997.0,1058.0,1080.0,1080.0,0.718531
nydet_1664033209027089585_20171206.jpg,Toyota,241.0,1018.0,304.0,1053.0,1080.0,1080.0,0.734146
nydet_1664030809610248714_20171206.jpg,NFL,770.0,462.0,1080.0,1174.0,1080.0,1174.0,0.679321
nydet_1664021381460026805_20171206.jpg,Toyota,402.0,155.0,483.0,194.0,1080.0,1080.0,0.834522
nydet_1664021381460026805_20171206.jpg,Toyota,370.0,14.0,459.0,52.0,1080.0,1080.0,0.893664
nydet_1664021381460026805_20171206.jpg,Adidas,577.0,157.0,672.0,213.0,1080.0,1080.0,0.912865
nydet_1664021381460026805_20171206.jpg,Adidas,319.0,489.0,442.0,577.0,1080.0,1080.0,0.914814
nydet_1664015723025893413_20171206.jpg,Toyota,152.0,12.0,297.0,160.0,1080.0,1080.0,0.837472
nydet_1664012767004405499_20171206.jpg,NFL,716.0,673.0,783.0,718.0,1080.0,718.0,0.867469
nydet_1663988559320515484_20171206.jpg,Hard Rock Cafe,776.0,506.0,829.0,555.0,1080.0,1350.0,0.798728
nydet_1663982791724219035_20171206.jpg,Toyota,37.0,357.0,192.0,479.0,1080.0,606.0,0.629409
nydet_1663979646239429595_20171206.jpg,Coca-Cola,682.0,0.0,1078.0,493.0,1080.0,1080.0,0.943057
nydet_1663976718690766762_20171206.jpg,Nike,705.0,1034.0,776.0,1077.0,1080.0,1080.0,0.675856
nydet_1663976511072783309_20171206.jpg,Adidas,437.0,415.0,608.0,580.0,1080.0,1080.0,0.940801
nydet_1663970444355956943_20171206.jpg,Coca-Cola,459.0,1069.0,668.0,1242.0,1080.0,1350.0,0.935889
nydet_1663958468006159174_20171206.jpg,Toyota,634.0,850.0,796.0,1086.0,1080.0,1350.0,0.634116
nydet_1663955286745930706_20171206.jpg,Nike,52.0,244.0,130.0,279.0,933.0,1167.0,0.642074
nydet_1663940695951808290_20171206.jpg,Toyota,172.0,1005.0,294.0,1074.0,1080.0,1081.0,0.863832
nydet_1663931623034800545_20171206.jpg,Toyota,0.0,1052.0,59.0,1136.0,1080.0,1346.0,0.708884
nydet_1663931606099611354_20171206.jpg,Adidas,974.0,837.0,1063.0,930.0,1080.0,1080.0,0.875341
nydet_1663931606099611354_20171206.jpg,Adidas,57.0,856.0,142.0,952.0,1080.0,1080.0,0.883757
nydet_1663928718942134573_20171206.jpg,Toyota,537.0,539.0,624.0,582.0,898.0,945.0,0.90098
nydet_1663913732441716939_20171206.jpg,Coca-Cola,3.0,1040.0,186.0,1080.0,1080.0,1080.0,0.668993
nydet_1663895507033378292_20171206.jpg,Coca-Cola,1006.0,852.0,1078.0,909.0,1080.0,1350.0,0.64143
nydet_1663886205534037145_20171206.jpg,Toyota,547.0,740.0,655.0,837.0,1080.0,1350.0,0.624904
nydet_1663886205534037145_20171206.jpg,Toyota,810.0,751.0,910.0,869.0,1080.0,1350.0,0.697426
nydet_1663871438118992680_20171206.jpg,Puma,39.0,663.0,143.0,727.0,1080.0,1080.0,0.773418
nydet_1663871438118992680_20171206.jpg,Puma,73.0,96.0,133.0,152.0,1080.0,1080.0,0.7877
