photo_filename,class,xmin,ymin,xmax,ymax,width,height,conf
cleveland_1152512973091140235_20160101.jpg,Toyota,305.0,500.0,469.0,586.0,1080.0,1080.0,0.820608
cleveland_1152512973091140235_20160101.jpg,Toyota,520.0,832.0,727.0,980.0,1080.0,1080.0,0.829165
cleveland_1152525324018981118_20160101.jpg,Emirates,332.0,721.0,444.0,780.0,1080.0,1350.0,0.807658
cleveland_1152544581171827857_20160101.jpg,Coca-Cola,778.0,1007.0,820.0,1065.0,1080.0,1080.0,0.713045
cleveland_1152544581171827857_20160101.jpg,Coca-Cola,221.0,932.0,272.0,992.0,1080.0,1080.0,0.884648
cleveland_1152599076213055879_20160101.jpg,Under Armour,268.0,309.0,366.0,407.0,1080.0,1080.0,0.731851
cleveland_1152600728265299244_20160101.jpg,Emirates,817.0,167.0,884.0,209.0,1080.0,1080.0,0.847701
cleveland_1152635271411971295_20160101.jpg,Emirates,704.0,907.0,771.0,975.0,1080.0,1350.0,0.844614
cleveland_1152656919003736692_20160101.jpg,Emirates,717.0,380.0,766.0,414.0,1080.0,1148.0,0.760959
cleveland_1152659652651921007_20160101.jpg,Toyota,0.0,407.0,84.0,478.0,1080.0,1080.0,0.748392
cleveland_1152904088415282391_20160101.jpg,Puma,758.0,375.0,813.0,442.0,1080.0,1080.0,0.684406
cleveland_1153010524812240152_20160101.jpg,Toyota,486.0,31.0,579.0,69.0,612.0,612.0,0.917322
cleveland_1153044627966067323_20160101.jpg,Adidas,424.0,392.0,466.0,425.0,1080.0,1080.0,0.731177
cleveland_1153121186256601385_20160101.jpg,NFL,94.0,977.0,174.0,1048.0,1080.0,1350.0,0.687081
cleveland_1153121186256601385_20160101.jpg,NFL,287.0,964.0,353.0,1040.0,1080.0,1350.0,0.702613
cleveland_1153156302696809998_20160101.jpg,NFL,591.0,795.0,643.0,857.0,1080.0,1080.0,0.821135
cleveland_1153187674301687673_20160101.jpg,Emirates,349.0,248.0,575.0,353.0,1080.0,1080.0,0.923217
cleveland_1153737261731311863_20160102.jpg,Toyota,574.0,768.0,815.0,915.0,1080.0,1350.0,0.793069
cleveland_1153803509478330522_20160102.jpg,Toyota,100.0,138.0,200.0,227.0,750.0,750.0,0.757465
cleveland_1153803509478330522_20160102.jpg,Toyota,21.0,305.0,166.0,352.0,750.0,750.0,0.875024
cleveland_1153816188575705771_20160102.jpg,Starbucks,402.0,744.0,481.0,810.0,1080.0,810.0,0.696346
cleveland_1153963066624257122_20160103.jpg,Hard Rock Cafe,923.0,526.0,999.0,601.0,1080.0,1080.0,0.643241
cleveland_1154030499615868366_20160103.jpg,Adidas,424.0,942.0,501.0,1007.0,1080.0,1076.0,0.861601
cleveland_1154099934390324266_20160103.jpg,Toyota,170.0,856.0,449.0,1042.0,1080.0,1350.0,0.642915
cleveland_1154099934390324266_20160103.jpg,Toyota,280.0,449.0,385.0,589.0,1080.0,1350.0,0.833122
cleveland_1154440960708760217_20160103.jpg,Pepsi,17.0,116.0,331.0,334.0,1080.0,1080.0,0.820845
cleveland_1154476455557265200_20160103.jpg,Hard Rock Cafe,1040.0,683.0,1080.0,732.0,1080.0,1350.0,0.783029
cleveland_1154510608997429744_20160103.jpg,Coca-Cola,770.0,550.0,992.0,611.0,1080.0,1080.0,0.693553
cleveland_1154592148319841283_20160103.jpg,The North Face,609.0,742.0,687.0,840.0,1080.0,1080.0,0.92978
cleveland_1155279721844124838_20160104.jpg,Toyota,626.0,544.0,1024.0,689.0,1080.0,913.0,0.680197
cleveland_1155313462508924000_20160104.jpg,Toyota,223.0,516.0,268.0,564.0,1080.0,1080.0,0.623532
cleveland_1155324439408761258_20160104.jpg,Toyota,1033.0,145.0,1078.0,177.0,1080.0,1080.0,0.759256
cleveland_1155336378208091880_20160104.jpg,Adidas,314.0,248.0,346.0,274.0,480.0,480.0,0.895193
cleveland_1155420718841690008_20160105.jpg,Adidas,235.0,279.0,261.0,302.0,626.0,626.0,0.767775
cleveland_1155435294761201396_20160105.jpg,Adidas,544.0,548.0,618.0,599.0,776.0,768.0,0.898526
cleveland_1155444371198814835_20160105.jpg,Toyota,403.0,672.0,440.0,697.0,1080.0,1080.0,0.676382
cleveland_1155548812692166489_20160105.jpg,NFL,413.0,262.0,538.0,370.0,1080.0,1080.0,0.624293
cleveland_1155548812692166489_20160105.jpg,NFL,415.0,47.0,537.0,155.0,1080.0,1080.0,0.735419
cleveland_1156882798656591603_20160107.jpg,The North Face,270.0,231.0,302.0,264.0,540.0,540.0,0.863968
cleveland_1156900471615348088_20160107.jpg,Puma,154.0,116.0,886.0,842.0,1080.0,1080.0,0.708692
cleveland_1157277847802246157_20160107.jpg,Emirates,322.0,555.0,413.0,633.0,1080.0,1080.0,0.835085
cleveland_1157365506079961306_20160107.jpg,NFL,763.0,500.0,830.0,579.0,1080.0,1080.0,0.730199
cleveland_1157365506079961306_20160107.jpg,Toyota,304.0,950.0,376.0,1014.0,1080.0,1080.0,0.838822
