photo_filename,class,xmin,ymin,xmax,ymax,width,height,conf
shanghai_953486439299200235_20150401.jpg,Toyota,312.0,393.0,359.0,511.0,640.0,640.0,0.656389
shanghai_988794181061798680_20150520.jpg,Coca-Cola,315.0,348.0,343.0,376.0,640.0,640.0,0.806858
shanghai_1039811835891940424_20150729.jpg,Coca-Cola,612.0,581.0,640.0,614.0,640.0,640.0,0.670622
shanghai_1039541378977140922_20150729.jpg,Toyota,408.0,614.0,496.0,646.0,1080.0,1080.0,0.804983
shanghai_1039794226241575094_20150729.jpg,Adidas,180.0,334.0,228.0,370.0,480.0,480.0,0.828573
shanghai_1040566681864822730_20150730.jpg,Under Armour,241.0,910.0,292.0,958.0,1080.0,1080.0,0.634859
shanghai_1040566681864822730_20150730.jpg,Under Armour,265.0,796.0,349.0,888.0,1080.0,1080.0,0.677625
shanghai_1041349304017892324_20150731.jpg,Adidas,319.0,167.0,361.0,208.0,1080.0,1080.0,0.743703
shanghai_1044221374385156142_20150804.jpg,Coca-Cola,103.0,267.0,235.0,300.0,1080.0,1080.0,0.705582
shanghai_1044914438871801527_20150805.jpg,Nike,839.0,641.0,1038.0,781.0,1080.0,1080.0,0.756283
shanghai_1045011569682228711_20150805.jpg,Toyota,383.0,1016.0,420.0,1050.0,1080.0,1080.0,0.636143
shanghai_1045286960150086893_20150806.jpg,Under Armour,326.0,108.0,365.0,205.0,852.0,852.0,0.716469
shanghai_1045672965838243687_20150806.jpg,Toyota,466.0,60.0,610.0,199.0,720.0,720.0,0.727372
shanghai_1045712569207604661_20150806.jpg,NFL,299.0,496.0,334.0,535.0,1080.0,1080.0,0.763453
shanghai_1047102271095332478_20150808.jpg,Adidas,10.0,303.0,44.0,333.0,632.0,632.0,0.653022
shanghai_1047534440223989317_20150809.jpg,The North Face,750.0,805.0,781.0,839.0,1000.0,1000.0,0.75154
shanghai_1047905937070299600_20150809.jpg,Coca-Cola,187.0,665.0,236.0,731.0,1080.0,1080.0,0.80444
shanghai_1048534454960563609_20150810.jpg,Coca-Cola,86.0,372.0,145.0,428.0,436.0,436.0,0.92011
shanghai_1049269704239179860_20150811.jpg,Coca-Cola,68.0,458.0,131.0,522.0,640.0,640.0,0.900263
shanghai_1050127758683766436_20150812.jpg,Adidas,0.0,184.0,18.0,223.0,640.0,640.0,0.689391
shanghai_1050713591031436149_20150813.jpg,NFL,165.0,39.0,197.0,71.0,1080.0,1080.0,0.630667
shanghai_1051853842990370868_20150815.jpg,Coca-Cola,569.0,0.0,713.0,238.0,720.0,720.0,0.936295
shanghai_1051923592067084847_20150815.jpg,Nike,810.0,763.0,1011.0,923.0,1024.0,1024.0,0.786588
shanghai_1051923592067084847_20150815.jpg,Nike,176.0,397.0,424.0,474.0,1024.0,1024.0,0.817219
shanghai_1051923592067084847_20150815.jpg,Nike,766.0,229.0,1016.0,456.0,1024.0,1024.0,0.839336
shanghai_1051923592067084847_20150815.jpg,Nike,406.0,846.0,611.0,930.0,1024.0,1024.0,0.887138
shanghai_1051673546595606664_20150814.jpg,Hard Rock Cafe,576.0,324.0,598.0,346.0,720.0,720.0,0.852062
shanghai_1053885398306114360_20150817.jpg,Coca-Cola,273.0,262.0,307.0,297.0,1080.0,1080.0,0.695178
shanghai_1054363658165084555_20150818.jpg,Toyota,518.0,982.0,596.0,1014.0,1080.0,1080.0,0.726305
shanghai_1054261893145922240_20150818.jpg,Adidas,437.0,599.0,474.0,634.0,1080.0,1080.0,0.820806
shanghai_1054687310907249044_20150819.jpg,Puma,98.0,122.0,908.0,424.0,1080.0,1080.0,0.752845
shanghai_1055102830191635465_20150819.jpg,Toyota,609.0,967.0,646.0,1009.0,1080.0,1080.0,0.645266
shanghai_1054967669525901046_20150819.jpg,Toyota,796.0,410.0,860.0,489.0,960.0,960.0,0.897327
shanghai_1055144334674082230_20150819.jpg,Coca-Cola,596.0,218.0,640.0,265.0,640.0,640.0,0.720438
shanghai_1055387198862490260_20150820.jpg,Coca-Cola,108.0,405.0,425.0,749.0,1080.0,1080.0,0.955941
