photo_filename,class,xmin,ymin,xmax,ymax,width,height,conf
austin_1682300785642615112_20180101.jpg,Apple Inc-,619.0,326.0,667.0,362.0,854.0,854.0,0.746814
austin_1682309199400165756_20180101.jpg,NFL,546.0,0.0,616.0,49.0,937.0,1171.0,0.724123
austin_1682313864236482953_20180101.jpg,Starbucks,0.0,560.0,35.0,611.0,937.0,1171.0,0.700073
austin_1682324858262160110_20180101.jpg,The North Face,211.0,700.0,268.0,758.0,1080.0,1080.0,0.775362
austin_1682345632550777536_20180101.jpg,Toyota,399.0,414.0,423.0,437.0,592.0,592.0,0.776162
austin_1682354032826877505_20180101.jpg,Toyota,884.0,763.0,930.0,781.0,1080.0,1080.0,0.65771
austin_1682355839532168785_20180101.jpg,The North Face,468.0,825.0,535.0,893.0,891.0,1114.0,0.678178
austin_1682366232429197873_20180101.jpg,Toyota,555.0,1014.0,604.0,1043.0,1080.0,1080.0,0.752818
austin_1682384452661318032_20180101.jpg,Coca-Cola,223.0,716.0,338.0,788.0,1080.0,1080.0,0.716853
austin_1682378890595509050_20180101.jpg,Toyota,289.0,1139.0,324.0,1179.0,1080.0,1350.0,0.629519
austin_1682394813096198355_20180101.jpg,Mercedes-Benz,707.0,729.0,808.0,761.0,1080.0,809.0,0.754265
austin_1682415053129506992_20180101.jpg,Adidas,10.0,904.0,408.0,1080.0,1080.0,1080.0,0.623699
austin_1682420660151606538_20180101.jpg,NFL,496.0,1021.0,582.0,1078.0,1080.0,1080.0,0.790917
austin_1682436046568087528_20180101.jpg,Nike,839.0,439.0,1014.0,527.0,1080.0,1332.0,0.835661
austin_1682440751093657658_20180101.jpg,Adidas,64.0,357.0,111.0,391.0,750.0,750.0,0.626844
austin_1682450407581677092_20180101.jpg,Apple Inc-,579.0,643.0,796.0,842.0,1080.0,1080.0,0.702985
austin_1682450888834415752_20180101.jpg,Nike,287.0,812.0,672.0,943.0,1080.0,1080.0,0.801345
austin_1682466137085592670_20180101.jpg,Puma,366.0,992.0,478.0,1078.0,1080.0,1080.0,0.861011
austin_1682459333151940106_20180101.jpg,Hard Rock Cafe,304.0,1038.0,768.0,1342.0,1080.0,1350.0,0.901566
austin_1682505191842314686_20180101.jpg,Toyota,322.0,387.0,352.0,408.0,474.0,474.0,0.719772
austin_1682505477786561977_20180101.jpg,Hard Rock Cafe,334.0,568.0,472.0,604.0,777.0,806.0,0.740044
austin_1682520559847791593_20180101.jpg,Emirates,977.0,776.0,1080.0,852.0,1080.0,1350.0,0.874415
austin_1682521044198773579_20180101.jpg,Emirates,800.0,391.0,891.0,443.0,914.0,914.0,0.913438
austin_1682560524947872464_20180101.jpg,NFL,702.0,411.0,741.0,462.0,1080.0,1350.0,0.734314
austin_1682573271135213570_20180101.jpg,NFL,614.0,0.0,749.0,49.0,1080.0,1080.0,0.798458
austin_1682583809582719515_20180101.jpg,Emirates,997.0,770.0,1040.0,795.0,1080.0,1080.0,0.698165
austin_1682697928617109210_20180101.jpg,NFL,476.0,371.0,702.0,567.0,1080.0,1080.0,0.897219
austin_1682682387899405002_20180101.jpg,Adidas,824.0,240.0,871.0,272.0,1080.0,1080.0,0.814954
austin_1682682387899405002_20180101.jpg,Toyota,631.0,746.0,704.0,778.0,1080.0,1080.0,0.818761
austin_1682694001473837080_20180101.jpg,NFL,579.0,353.0,740.0,445.0,800.0,1000.0,0.664531
austin_1682724115947199450_20180101.jpg,Apple Inc-,719.0,717.0,1077.0,1078.0,1080.0,1080.0,0.86839
austin_1682708904424655533_20180101.jpg,NFL,465.0,145.0,650.0,277.0,720.0,720.0,0.684478
austin_1682720534481560174_20180101.jpg,Toyota,511.0,380.0,560.0,403.0,1080.0,1080.0,0.751765
austin_1682721381017760020_20180101.jpg,Mercedes-Benz,226.0,445.0,272.0,486.0,1080.0,1079.0,0.749115
austin_1682730236803825896_20180101.jpg,Toyota,413.0,394.0,518.0,447.0,1080.0,1350.0,0.862907
austin_1682722620687896341_20180101.jpg,Puma,148.0,0.0,1080.0,932.0,1080.0,1080.0,0.630863
austin_1682749133326124621_20180101.jpg,Puma,592.0,305.0,648.0,348.0,1080.0,1080.0,0.652841
austin_1682779750311803063_20180101.jpg,Toyota,208.0,846.0,300.0,869.0,700.0,869.0,0.623441
austin_1682790542146299845_20180101.jpg,Apple Inc-,768.0,755.0,817.0,797.0,1080.0,1350.0,0.703826
austin_1682790542146299845_20180101.jpg,Apple Inc-,726.0,300.0,780.0,346.0,1080.0,1350.0,0.838456
austin_1682781220046683761_20180101.jpg,Adidas,1007.0,626.0,1077.0,717.0,1080.0,1080.0,0.857331
austin_1682814672356480791_20180101.jpg,Coca-Cola,0.0,452.0,40.0,662.0,1080.0,1080.0,0.63723
austin_1682816111790226959_20180101.jpg,Toyota,284.0,614.0,343.0,653.0,1080.0,1080.0,0.827948
austin_1682825599499359559_20180101.jpg,Nike,36.0,152.0,531.0,373.0,600.0,600.0,0.836991
austin_1682864733311803982_20180101.jpg,Toyota,884.0,928.0,943.0,962.0,1080.0,1080.0,0.644559
austin_1682864975875619546_20180101.jpg,Adidas,267.0,55.0,309.0,94.0,722.0,722.0,0.879841
austin_1682880629757451381_20180101.jpg,Mercedes-Benz,424.0,374.0,530.0,423.0,980.0,980.0,0.812642
austin_1682890566926700521_20180101.jpg,Toyota,511.0,682.0,560.0,721.0,1080.0,1080.0,0.635717
austin_1682890566926700521_20180101.jpg,Apple Inc-,624.0,662.0,704.0,719.0,1080.0,1080.0,0.801219
austin_1682901021648710375_20180101.jpg,Coca-Cola,142.0,386.0,248.0,483.0,1080.0,1078.0,0.631807
austin_1682910911389633232_20180101.jpg,NFL,172.0,78.0,820.0,501.0,1080.0,1080.0,0.72842
austin_1682934480233224240_20180101.jpg,Hard Rock Cafe,791.0,1164.0,920.0,1260.0,1080.0,1260.0,0.666202
austin_1682934575904706880_20180101.jpg,Adidas,854.0,547.0,940.0,633.0,1080.0,1080.0,0.77976
austin_1682945350098378705_20180101.jpg,NFL,446.0,172.0,1011.0,786.0,1080.0,1080.0,0.660904
austin_1682945569495785846_20180101.jpg,Emirates,472.0,638.0,511.0,666.0,1080.0,810.0,0.824501
austin_1682944603294485029_20180101.jpg,The North Face,654.0,703.0,691.0,719.0,720.0,720.0,0.738369
austin_1682960238234734221_20180101.jpg,Coca-Cola,0.0,303.0,127.0,792.0,1080.0,932.0,0.702925
austin_1682950799338045994_20180101.jpg,Adidas,457.0,852.0,592.0,928.0,1080.0,1080.0,0.626618
austin_1682975590134381797_20180101.jpg,Toyota,459.0,824.0,532.0,862.0,1080.0,1080.0,0.685904
austin_1682975871631000787_20180101.jpg,Adidas,501.0,510.0,552.0,540.0,1080.0,1080.0,0.653073
austin_1682994451810424810_20180101.jpg,Toyota,316.0,1099.0,434.0,1145.0,1080.0,1350.0,0.668294
austin_1682995421246758434_20180101.jpg,Nike,385.0,0.0,1077.0,401.0,1080.0,1082.0,0.657461
austin_1682990493392599211_20180101.jpg,Emirates,511.0,402.0,559.0,435.0,1080.0,1080.0,0.870404
austin_1683000188318050035_20180101.jpg,The North Face,238.0,680.0,280.0,721.0,1080.0,1080.0,0.719108
